"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9N0","2019-07-30 17:00:00","261.000","182.000","1.300","31.400","0.560","978.000","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","22.800",""
"C0K470","2019-07-30 17:00:00","97.000","297.000","2.400","31.300","0.700","994.300","-99.000","0.500","-99.000","-99.000","-99.000","34.600","","24.000",""
"C0V650","2019-07-30 17:00:00","28.000","285.000","4.100","30.900","0.690","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","27.200",""
"C0H9C0","2019-07-30 17:00:00","3402.000","85.000","1.000","11.700","0.970","677.900","-99.000","0.000","-99.000","-99.000","-99.000","17.300","","8.600",""
"C0U780","2019-07-30 17:00:00","15.000","120.000","4.600","30.700","0.670","1005.200","-99.000","0.000","10.800","107.000","","33.100","","27.000",""
"C0U760","2019-07-30 17:00:00","22.000","156.000","2.000","30.100","0.750","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.400",""
"C0X290","2019-07-30 17:00:00","10.000","325.000","3.000","31.200","0.730","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","27.900",""
"C0R420","2019-07-30 17:00:00","504.000","70.000","1.600","24.700","-99.000","947.500","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","22.000",""
"C0E830","2019-07-30 17:00:00","37.000","6.000","3.500","30.900","0.760","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","28.100",""
"C0K330","2019-07-30 17:00:00","38.000","349.000","2.800","32.100","0.630","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","26.700",""
"C0M660","2019-07-30 17:00:00","40.000","331.000","3.600","31.100","0.700","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","26.200",""
"C0D580","2019-07-30 17:00:00","120.000","0.000","0.000","29.500","0.830","991.800","-99.000","1.500","-99.000","-99.000","-99.000","32.500","","25.400",""
"C0R640","2019-07-30 17:00:00","21.000","300.000","3.600","31.700","0.710","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","27.300",""
"C0E810","2019-07-30 17:00:00","53.000","348.000","3.100","31.200","0.780","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","26.300",""
"C0G830","2019-07-30 17:00:00","27.000","352.000","3.600","31.300","0.780","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","26.700",""
"C0A550","2019-07-30 17:00:00","422.000","0.000","0.100","26.700","0.910","962.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.500",""
"C0G750","2019-07-30 17:00:00","31.000","342.000","3.300","31.100","0.720","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","27.000",""
"C0Z270","2019-07-30 17:00:00","343.000","71.000","2.300","27.000","0.860","970.100","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","23.600",""
"C0UA30","2019-07-30 17:00:00","1397.000","95.000","0.800","21.300","0.990","858.700","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","18.700",""
"C0I080","2019-07-30 17:00:00","536.000","316.000","0.300","28.900","0.740","949.000","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","21.600",""
"C0UA00","2019-07-30 17:00:00","392.000","349.000","1.400","29.100","0.990","964.200","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","22.700",""
"C0AD40","2019-07-30 17:00:00","32.000","135.000","1.200","32.400","0.610","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","26.500",""
"C0S660","2019-07-30 17:00:00","794.000","75.000","1.500","26.500","0.700","922.100","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","19.100",""
"C0M640","2019-07-30 17:00:00","155.000","102.000","1.400","24.400","0.990","988.700","-99.000","10.000","-99.000","-99.000","-99.000","33.000","","24.400",""
"C0UA10","2019-07-30 17:00:00","1711.000","0.000","0.100","20.200","1.000","830.700","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","14.900",""
"C0V770","2019-07-30 17:00:00","26.000","289.000","1.900","31.200","0.690","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","26.700",""
"C0E730","2019-07-30 17:00:00","26.000","9.000","2.200","30.900","0.730","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","27.000",""
"C0V810","2019-07-30 17:00:00","32.000","285.000","3.100","30.800","0.780","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","28.200",""
"C0A9C0","2019-07-30 17:00:00","35.000","103.000","2.800","32.700","0.560","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","27.400",""
"C0X310","2019-07-30 17:00:00","9.000","307.000","3.900","30.500","0.740","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.600",""
"C0K280","2019-07-30 17:00:00","23.000","279.000","0.400","30.700","0.740","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","26.200",""
"C0M650","2019-07-30 17:00:00","20.000","318.000","3.500","30.500","0.740","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","26.900",""
"C0S910","2019-07-30 17:00:00","212.000","102.000","1.600","27.800","0.820","984.700","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.400",""
"C0D570","2019-07-30 17:00:00","15.000","355.000","0.800","32.100","0.750","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.500",""
"C0M710","2019-07-30 17:00:00","15.000","328.000","3.100","30.400","0.790","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.900",""
"C0V490","2019-07-30 17:00:00","20.000","320.000","1.300","31.900","0.670","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","28.500",""
"C0E870","2019-07-30 17:00:00","34.000","347.000","2.000","30.800","0.700","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.800",""
"C0M800","2019-07-30 17:00:00","440.000","264.000","2.400","29.200","0.710","957.500","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","22.100",""
"C0A570","2019-07-30 17:00:00","360.000","83.000","4.700","28.400","0.760","967.200","-99.000","0.000","11.000","98.000","","33.000","","22.700",""
"C0S790","2019-07-30 17:00:00","236.000","57.000","0.600","28.900","0.790","982.700","-99.000","8.000","-99.000","-99.000","-99.000","32.800","","22.300",""
"C0D590","2019-07-30 17:00:00","143.000","7.000","0.700","30.700","0.720","990.800","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.800",""
"C0U990","2019-07-30 17:00:00","31.000","134.000","2.600","31.500","0.680","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.300",""
"C0M700","2019-07-30 17:00:00","150.000","167.000","1.600","28.300","0.860","989.700","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","23.900",""
"C0A970","2019-07-30 17:00:00","96.000","158.000","6.400","28.900","0.830","997.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.800",""
"CM0110","2019-07-30 17:00:00","7.000","30.000","2.700","30.600","0.710","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","28.000",""
"C0S940","2019-07-30 17:00:00","150.000","175.000","0.300","29.900","0.800","990.400","-99.000","0.000","-99.000","-99.000","-99.000","35.900","","25.800",""
"C0X250","2019-07-30 17:00:00","33.000","296.000","1.400","31.300","0.710","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","26.800",""
"C0K520","2019-07-30 17:00:00","10.000","349.000","2.300","31.100","0.680","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.700",""
"C0Z200","2019-07-30 17:00:00","153.000","128.000","2.300","29.600","0.700","991.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","23.800",""
"C0V740","2019-07-30 17:00:00","60.000","317.000","0.500","26.400","0.870","999.400","-99.000","16.000","-99.000","-99.000","-99.000","34.700","","25.200",""
"C0V790","2019-07-30 17:00:00","410.000","262.000","3.400","27.200","0.740","960.100","-99.000","0.000","11.800","257.000","","33.500","","23.000",""
"C0G860","2019-07-30 17:00:00","45.000","293.000","2.900","32.500","0.630","998.600","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","27.000",""
"C0Z250","2019-07-30 17:00:00","1124.000","0.000","0.000","22.700","0.920","887.400","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","18.300",""
"C0K440","2019-07-30 17:00:00","35.000","330.000","4.500","31.000","0.730","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","27.100",""
"C0T900","2019-07-30 17:00:00","160.000","101.000","0.800","29.500","0.680","988.400","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","24.300",""
"C0F9V0","2019-07-30 17:00:00","525.000","45.000","1.300","28.800","0.810","948.000","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","23.700",""
"C0M850","2019-07-30 17:00:00","695.000","0.000","0.000","26.900","0.840","928.800","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","22.100",""
"C0G790","2019-07-30 17:00:00","27.000","15.000","0.900","33.500","0.600","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","27.000",""
"C0C620","2019-07-30 17:00:00","19.000","326.000","1.300","30.800","0.800","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","26.400",""
"C0I360","2019-07-30 17:00:00","300.000","263.000","4.700","31.200","0.670","970.500","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.800",""
"C0R370","2019-07-30 17:00:00","55.000","95.000","0.500","28.500","-99.000","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.800",""
"C0M810","2019-07-30 17:00:00","1354.000","236.000","0.800","22.400","0.900","862.700","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","18.800",""
"C0AC80","2019-07-30 17:00:00","40.000","75.000","3.500","31.900","0.610","1001.200","-99.000","0.000","8.800","110.000","","34.500","","25.700",""
"CM0140","2019-07-30 17:00:00","26.000","205.000","1.300","30.600","0.690","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.400",""
"C0SA20","2019-07-30 17:00:00","857.000","45.000","0.700","23.300","0.920","914.700","-99.000","20.000","-99.000","-99.000","-99.000","26.000","","20.700",""
"C0K490","2019-07-30 17:00:00","91.000","319.000","1.700","30.400","0.750","994.800","-99.000","1.000","-99.000","-99.000","-99.000","34.800","","24.500",""
"C0V820","2019-07-30 17:00:00","441.000","187.000","1.300","28.800","0.750","958.600","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","22.400",""
"C0S810","2019-07-30 17:00:00","65.000","0.000","0.200","29.500","0.800","1002.500","-99.000","3.500","-99.000","-99.000","-99.000","33.000","","24.400",""
"C0R580","2019-07-30 17:00:00","10.000","303.000","2.200","31.800","0.680","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.200",""
"C0Z330","2019-07-30 17:00:00","488.000","104.000","1.600","28.700","0.710","955.000","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","22.200",""
"C0E590","2019-07-30 17:00:00","40.000","345.000","1.800","30.900","0.740","999.800","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.400",""
"C0D540","2019-07-30 17:00:00","227.000","0.000","0.000","28.600","0.850","981.400","-99.000","11.500","-99.000","-99.000","-99.000","34.300","","24.100",""
"C0K420","2019-07-30 17:00:00","42.000","354.000","2.500","31.700","0.680","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.500",""
"C0Z180","2019-07-30 17:00:00","34.000","153.000","2.000","29.700","0.730","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.800",""
"C0AD10","2019-07-30 17:00:00","27.000","109.000","2.200","33.700","0.510","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","27.700",""
"C0M720","2019-07-30 17:00:00","225.000","244.000","3.000","24.300","0.990","981.000","-99.000","42.000","-99.000","-99.000","-99.000","33.900","","24.200",""
"C0V450","2019-07-30 17:00:00","51.000","310.000","2.600","31.700","0.630","999.500","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.700",""
"C0F9I0","2019-07-30 17:00:00","194.000","1.000","3.000","30.300","0.720","983.700","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.500",""
"C0E610","2019-07-30 17:00:00","850.000","0.000","0.000","27.100","0.790","914.700","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","21.700",""
"C0V610","2019-07-30 17:00:00","22.000","279.000","3.900","31.300","0.750","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","27.600",""
"C0Z310","2019-07-30 17:00:00","59.000","220.000","0.800","28.600","0.910","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.600",""
"C0S700","2019-07-30 17:00:00","507.000","90.000","0.900","26.000","0.890","952.900","-99.000","12.500","-99.000","-99.000","-99.000","29.600","","22.100",""
"C0T9G0","2019-07-30 17:00:00","605.000","0.000","0.100","26.300","0.960","943.600","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","22.600",""
"C0U520","2019-07-30 17:00:00","517.000","57.000","0.400","26.800","0.990","952.600","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","22.900",""
"C0E750","2019-07-30 17:00:00","62.000","27.000","1.500","31.600","0.680","997.700","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","27.300",""
"C0R400","2019-07-30 17:00:00","15.000","70.000","0.800","30.500","-99.000","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","27.500",""
"C0W140","2019-07-30 17:00:00","21.000","177.000","4.500","31.100","0.680","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","35.200","","26.900",""
"C0U720","2019-07-30 17:00:00","1260.000","13.000","4.100","23.000","0.990","884.300","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","19.600",""
"C0X150","2019-07-30 17:00:00","18.000","306.000","1.200","30.800","0.810","1004.700","-99.000","4.000","-99.000","-99.000","-99.000","34.100","","27.100",""
"C0Z050","2019-07-30 17:00:00","830.000","155.000","0.400","25.700","0.780","918.800","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","20.500",""
"C0I490","2019-07-30 17:00:00","1601.000","249.000","2.600","24.200","0.990","839.100","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","17.400",""
"C0I090","2019-07-30 17:00:00","910.000","298.000","1.300","25.800","0.900","908.400","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","21.600",""
"C0X240","2019-07-30 17:00:00","394.000","345.000","0.900","28.000","0.790","963.400","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","22.900",""
"C0S990","2019-07-30 17:00:00","409.000","23.000","3.700","26.600","0.890","962.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","23.500",""
"C0E850","2019-07-30 17:00:00","104.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9B0","2019-07-30 17:00:00","558.000","106.000","0.300","25.300","0.910","947.800","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","23.000",""
"C0G650","2019-07-30 17:00:00","34.000","358.000","1.600","32.900","0.640","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","26.300",""
"C0K580","2019-07-30 17:00:00","26.000","337.000","2.000","32.700","0.630","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","25.900",""
"C0X050","2019-07-30 17:00:00","25.000","74.000","1.000","29.900","0.780","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","35.700","","25.400",""
"CM0100","2019-07-30 17:00:00","25.000","312.000","1.400","31.400","0.620","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","27.300",""
"C0AC70","2019-07-30 17:00:00","71.000","94.000","1.800","32.500","0.580","997.900","-99.000","0.000","9.900","115.000","","35.400","","27.800",""
"CM0130","2019-07-30 17:00:00","11.000","297.000","3.200","30.700","0.670","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","28.200",""
"C0W110","2019-07-30 17:00:00","16.000","35.000","3.500","-99.000","-99.000","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X120","2019-07-30 17:00:00","28.000","328.000","2.000","31.500","0.710","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","27.000",""
"C0R100","2019-07-30 17:00:00","1006.000","179.000","0.800","22.700","0.980","899.100","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","20.300",""
"C0C700","2019-07-30 17:00:00","151.000","314.000","1.100","30.600","0.720","989.100","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","27.100",""
"C0W130","2019-07-30 17:00:00","18.000","335.000","3.000","29.600","0.780","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","26.400",""
"C0F9R0","2019-07-30 17:00:00","20.000","31.000","3.600","31.200","0.930","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","27.800",""
"C0V660","2019-07-30 17:00:00","25.000","280.000","1.900","30.800","0.790","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","27.200",""
"C0G780","2019-07-30 17:00:00","27.000","344.000","2.300","32.300","0.670","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.900",""
"C0C590","2019-07-30 17:00:00","72.000","287.000","0.900","31.200","0.720","996.700","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.800",""
"C0I520","2019-07-30 17:00:00","3860.000","-99.000","-99.000","9.100","0.710","642.600","-99.000","-99.000","-99.000","-99.000","-99.000","14.800","","3.800",""
"C0E530","2019-07-30 17:00:00","341.000","357.000","0.400","29.000","0.800","967.500","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.500",""
"C0M790","2019-07-30 17:00:00","15.000","0.000","0.200","31.900","0.640","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","35.200","","27.100",""
"C0R130","2019-07-30 17:00:00","1040.000","259.000","1.200","23.000","0.980","893.200","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","21.800",""
"C0AH30","2019-07-30 17:00:00","755.000","175.000","5.000","24.100","0.920","923.700","-99.000","0.000","11.200","170.000","","28.700","","22.100",""
"C0X170","2019-07-30 17:00:00","50.000","288.000","0.700","29.900","0.820","999.100","-99.000","5.000","-99.000","-99.000","-99.000","35.200","","25.900",""
"C0K291","2019-07-30 17:00:00","8.000","344.000","3.800","30.400","0.790","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","27.400",""
"C0D480","2019-07-30 17:00:00","223.000","0.000","0.000","29.300","0.920","980.100","-99.000","2.000","-99.000","-99.000","-99.000","32.900","","24.500",""
"C0F0C0","2019-07-30 17:00:00","983.000","7.000","0.600","24.000","0.990","899.600","-99.000","1.500","-99.000","-99.000","-99.000","26.800","","20.800",""
"C0U860","2019-07-30 17:00:00","5.000","129.000","4.500","31.000","0.780","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","27.500",""
"C0UA50","2019-07-30 17:00:00","808.000","141.000","1.900","23.300","0.990","919.400","-99.000","0.000","10.500","131.000","","27.600","","22.000",""
"C0T960","2019-07-30 17:00:00","120.000","111.000","1.000","29.600","0.750","994.100","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","24.000",""
"C0SA80","2019-07-30 17:00:00","136.000","46.000","1.700","29.200","0.760","991.900","-99.000","4.500","-99.000","-99.000","-99.000","30.900","","23.400",""
"C0E780","2019-07-30 17:00:00","160.000","346.000","0.300","30.900","0.750","987.200","-99.000","0.500","-99.000","-99.000","-99.000","33.500","","25.900",""
"C0F9Q0","2019-07-30 17:00:00","149.000","342.000","3.300","30.000","0.850","987.900","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","26.500",""
"C0F9X0","2019-07-30 17:00:00","166.000","13.000","3.700","30.100","0.700","987.200","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.700",""
"C0S730","2019-07-30 17:00:00","110.000","65.000","3.200","28.500","0.840","995.000","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.300",""
"C0T790","2019-07-30 17:00:00","2830.000","122.000","1.500","14.500","0.920","727.400","-99.000","0.000","-99.000","-99.000","-99.000","21.700","","10.200",""
"C0M830","2019-07-30 17:00:00","540.000","352.000","3.300","27.900","0.890","947.400","-99.000","0.500","-99.000","-99.000","-99.000","31.100","","21.400",""
"C0V750","2019-07-30 17:00:00","50.000","298.000","2.100","30.100","1.000","1001.100","-99.000","0.500","-99.000","-99.000","-99.000","34.600","","27.600",""
"C0K530","2019-07-30 17:00:00","12.000","322.000","3.800","29.900","0.780","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","27.600",""
"C0G850","2019-07-30 17:00:00","62.000","327.000","3.100","33.200","0.630","997.400","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","27.200",""
"C0M780","2019-07-30 17:00:00","30.000","328.000","1.600","31.700","0.710","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","26.700",""
"C0V360","2019-07-30 17:00:00","94.000","250.000","2.400","27.700","0.840","995.400","-99.000","12.000","-99.000","-99.000","-99.000","35.900","","23.900",""
"C0K510","2019-07-30 17:00:00","10.000","310.000","2.700","30.500","0.740","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","27.200",""
"C0R380","2019-07-30 17:00:00","2.000","310.000","2.300","32.000","-99.000","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","25.000",""
"C0D650","2019-07-30 17:00:00","97.000","330.000","1.100","31.100","0.690","994.900","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.400",""
"C0V630","2019-07-30 17:00:00","19.000","311.000","1.700","30.400","0.740","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","27.300",""
"C0U910","2019-07-30 17:00:00","17.000","146.000","6.100","31.100","0.660","1004.400","-99.000","0.000","12.500","148.000","","33.400","","26.600",""
"C0U600","2019-07-30 17:00:00","10.000","69.000","2.000","30.100","0.800","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.900",""
"C0G820","2019-07-30 17:00:00","29.000","289.000","0.800","32.700","0.710","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","26.700",""
"C0R590","2019-07-30 17:00:00","72.000","291.000","1.000","28.100","0.990","997.500","-99.000","17.500","13.000","227.000","","33.900","","25.600",""
"C0A9E0","2019-07-30 17:00:00","26.000","117.000","1.200","33.700","0.520","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","28.600",""
"C0R480","2019-07-30 17:00:00","57.000","15.000","1.600","28.800","0.860","999.400","-99.000","20.000","-99.000","-99.000","-99.000","34.600","","25.500",""
"C0X300","2019-07-30 17:00:00","70.000","125.000","0.900","27.300","0.860","997.900","-99.000","11.000","-99.000","-99.000","-99.000","34.000","","24.100",""
"C0U970","2019-07-30 17:00:00","7.000","132.000","5.500","30.500","0.750","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.400",""
"C0M750","2019-07-30 17:00:00","10.000","331.000","0.800","30.800","0.770","1004.400","-99.000","0.000","6.100","314.000","","33.100","","27.400",""
"C0I110","2019-07-30 17:00:00","161.000","242.000","0.600","30.400","0.990","987.400","-99.000","0.500","-99.000","-99.000","-99.000","34.400","","24.900",""
"C0V370","2019-07-30 17:00:00","74.000","225.000","0.800","27.500","0.990","997.800","-99.000","5.000","-99.000","-99.000","-99.000","33.800","","24.500",""
"C0C690","2019-07-30 17:00:00","242.000","149.000","1.000","30.200","0.600","979.100","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.600",""
"C0A540","2019-07-30 17:00:00","401.000","167.000","1.000","26.300","0.840","959.300","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","23.200",""
"C0H950","2019-07-30 17:00:00","192.000","287.000","1.300","31.800","0.700","984.300","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","23.900",""
"C0R360","2019-07-30 17:00:00","20.000","100.000","1.300","30.500","-99.000","1004.900","-99.000","6.000","-99.000","-99.000","-99.000","31.700","","26.300",""
"C0O960","2019-07-30 17:00:00","112.000","332.000","0.700","28.400","0.840","993.100","-99.000","7.000","-99.000","-99.000","-99.000","32.200","","24.700",""
"C0AH10","2019-07-30 17:00:00","30.000","102.000","3.100","33.100","0.590","1001.000","-99.000","0.000","8.700","181.000","","34.900","","28.200",""
"C0X210","2019-07-30 17:00:00","38.000","28.000","1.300","30.000","0.780","999.900","-99.000","1.500","-99.000","-99.000","-99.000","34.300","","25.200",""
"C0D430","2019-07-30 17:00:00","87.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AD30","2019-07-30 17:00:00","20.000","99.000","3.000","33.700","0.520","1001.600","-99.000","0.000","8.200","107.000","","34.600","","28.900",""
"C0R240","2019-07-30 17:00:00","87.000","16.000","1.100","30.500","0.770","995.900","-99.000","0.500","-99.000","-99.000","-99.000","34.400","","24.600",""
"C0U960","2019-07-30 17:00:00","1885.000","164.000","1.200","18.600","0.930","812.900","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","13.000",""
"C0T9E0","2019-07-30 17:00:00","415.000","0.000","0.200","26.900","0.820","962.900","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.200",""
"C0D550","2019-07-30 17:00:00","1956.000","0.000","0.000","19.400","0.930","809.400","-99.000","2.500","-99.000","-99.000","-99.000","22.100","","16.500",""
"C0C630","2019-07-30 17:00:00","209.000","265.000","0.700","30.200","0.720","982.600","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.900",""
"C0A560","2019-07-30 17:00:00","405.000","181.000","2.100","28.000","0.830","960.700","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","22.000",""
"C0X190","2019-07-30 17:00:00","10.000","244.000","1.300","31.200","0.710","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","28.200",""
"C0S950","2019-07-30 17:00:00","415.000","123.000","1.100","28.400","0.740","960.900","-99.000","1.500","-99.000","-99.000","-99.000","29.800","","22.800",""
"C0A880","2019-07-30 17:00:00","6.000","168.000","1.900","29.700","0.770","1005.000","-99.000","0.000","8.200","151.000","","31.800","","27.300",""
"C0I530","2019-07-30 17:00:00","3014.000","35.000","3.700","12.900","0.970","702.700","-99.000","0.000","-99.000","-99.000","-99.000","18.500","","9.900",""
"C0M670","2019-07-30 17:00:00","43.000","330.000","2.700","31.500","0.690","999.900","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","25.900",""
"C0Z061","2019-07-30 17:00:00","174.000","75.000","0.700","30.900","0.660","990.300","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","23.500",""
"C0M730","2019-07-30 17:00:00","40.000","126.000","1.300","26.500","0.990","1000.600","-99.000","15.500","-99.000","-99.000","-99.000","35.900","","25.900",""
"C0U750","2019-07-30 17:00:00","398.000","185.000","4.700","24.900","1.000","963.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.000",""
"C0A650","2019-07-30 17:00:00","287.000","82.000","1.300","28.200","0.790","975.100","-99.000","0.000","7.100","120.000","","31.300","","23.100",""
"C0K400","2019-07-30 17:00:00","65.000","321.000","2.600","32.200","0.710","998.500","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","26.000",""
"C0I370","2019-07-30 17:00:00","671.000","312.000","2.200","29.400","0.660","932.800","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","21.700",""
"C0S750","2019-07-30 17:00:00","2280.000","0.000","0.100","16.700","0.930","773.100","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","11.900",""
