"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0W160","2019-07-30 00:00:00","49.000","303.000","3.200","27.000","0.940","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","26.100",""
"C0E420","2019-07-30 00:00:00","19.000","0.000","0.000","27.400","0.920","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","27.400",""
"C0R190","2019-07-30 00:00:00","32.000","251.000","0.500","27.200","0.960","1004.800","-99.000","0.500","-99.000","-99.000","-99.000","35.000","","25.000",""
"C0I010","2019-07-30 00:00:00","1562.000","29.000","1.200","19.400","0.720","848.300","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","17.000",""
"C0X270","2019-07-30 00:00:00","33.000","0.000","0.000","25.900","1.000","1006.100","-99.000","0.500","-99.000","-99.000","-99.000","35.700","","24.000",""
"C0G880","2019-07-30 00:00:00","92.000","99.000","1.100","27.100","0.870","999.600","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","24.500",""
"C0O810","2019-07-30 00:00:00","161.000","3.000","0.900","25.700","0.990","993.800","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","23.900",""
"C0E790","2019-07-30 00:00:00","344.000","0.000","0.100","26.600","1.000","970.300","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","23.200",""
"C0F9Y0","2019-07-30 00:00:00","3313.000","206.000","4.100","8.500","0.760","689.000","-99.000","0.500","10.100","215.000","","21.200","","8.100",""
"C0A9B0","2019-07-30 00:00:00","7.000","0.000","0.000","30.400","0.670","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","27.700",""
"C0S930","2019-07-30 00:00:00","248.000","259.000","1.200","26.400","0.770","984.000","-99.000","1.000","-99.000","-99.000","-99.000","32.600","","24.500",""
"C0M770","2019-07-30 00:00:00","164.000","144.000","0.800","26.000","0.960","990.200","-99.000","19.500","-99.000","-99.000","-99.000","33.800","","24.400",""
"C0R470","2019-07-30 00:00:00","103.000","135.000","1.200","27.200","0.910","998.300","-99.000","0.500","-99.000","-99.000","-99.000","34.600","","25.000",""
"C0W120","2019-07-30 00:00:00","58.000","277.000","1.400","27.800","0.820","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.300",""
"C0V350","2019-07-30 00:00:00","36.000","234.000","0.400","26.500","0.880","1006.300","-99.000","1.000","-99.000","-99.000","-99.000","35.500","","25.300",""
"CM0160","2019-07-30 00:00:00","196.000","106.000","0.900","26.200","0.920","992.300","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","23.500",""
"C0V500","2019-07-30 00:00:00","6.000","0.000","0.200","29.600","0.820","-99.000","-99.000","2.500","-99.000","-99.000","-99.000","33.200","","26.600",""
"C0SA30","2019-07-30 00:00:00","92.000","284.000","1.700","27.500","0.790","1001.800","-99.000","2.000","-99.000","-99.000","-99.000","31.000","","25.300",""
"C0U710","2019-07-30 00:00:00","1942.000","0.000","0.000","17.100","0.810","809.200","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","14.700",""
"C0Z100","2019-07-30 00:00:00","36.000","0.000","0.100","26.500","0.890","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","25.000",""
"C0Z170","2019-07-30 00:00:00","199.000","0.000","0.200","26.100","0.870","990.800","-99.000","0.000","-99.000","-99.000","-99.000","35.400","","24.800",""
"C0K430","2019-07-30 00:00:00","30.000","0.000","0.000","28.500","0.840","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.600",""
"C0T9M0","2019-07-30 00:00:00","92.000","277.000","2.200","27.100","0.850","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.100",""
"C0AI00","2019-07-30 00:00:00","188.000","100.000","0.400","28.300","0.790","988.100","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.000",""
"C0AC40","2019-07-30 00:00:00","1079.000","139.000","1.500","21.000","0.990","892.500","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","19.500",""
"C0F9M0","2019-07-30 00:00:00","230.000","130.000","0.500","27.900","0.850","982.900","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","24.400",""
"C0A930","2019-07-30 00:00:00","216.000","0.000","0.000","26.900","0.970","983.500","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.900",""
"C0A640","2019-07-30 00:00:00","241.000","138.000","0.800","27.800","0.770","984.500","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","23.500",""
"C0I420","2019-07-30 00:00:00","305.000","0.000","0.000","26.000","0.930","975.300","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","23.800",""
"C0R170","2019-07-30 00:00:00","26.000","89.000","0.800","28.200","1.000","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","24.900",""
"C0M530","2019-07-30 00:00:00","1385.000","55.000","0.600","18.600","0.990","868.000","-99.000","1.500","-99.000","-99.000","-99.000","25.300","","18.200",""
"C0H960","2019-07-30 00:00:00","120.000","183.000","2.800","28.500","0.940","994.000","-99.000","0.000","-99.000","-99.000","-99.000","34.900","","25.000",""
"C0V620","2019-07-30 00:00:00","18.000","122.000","0.500","28.900","0.820","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.500",""
"C0X280","2019-07-30 00:00:00","22.000","0.000","0.000","28.700","0.870","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.500",""
"C0AH40","2019-07-30 00:00:00","426.000","58.000","0.400","27.100","0.830","962.200","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.400",""
"C0T9A0","2019-07-30 00:00:00","498.000","198.000","1.300","24.200","0.990","956.500","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","22.600",""
"C0K390","2019-07-30 00:00:00","31.000","141.000","0.700","28.300","0.850","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.700",""
"C0I540","2019-07-30 00:00:00","3344.000","118.000","5.400","6.700","0.880","685.700","-99.000","-99.000","-99.000","-99.000","-99.000","16.800","","6.700",""
"C0E550","2019-07-30 00:00:00","84.000","314.000","0.800","26.100","1.000","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","23.900",""
"C0AI20","2019-07-30 00:00:00","25.000","181.000","1.700","27.700","0.860","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.000",""
"C0E740","2019-07-30 00:00:00","27.000","280.000","0.600","26.700","0.990","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","23.900",""
"C0R650","2019-07-30 00:00:00","29.000","100.000","1.000","28.100","0.980","1007.300","-99.000","0.500","-99.000","-99.000","-99.000","34.700","","25.700",""
"C0S750","2019-07-30 00:00:00","2280.000","285.000","0.900","12.300","0.980","776.000","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","12.300",""
"C0I370","2019-07-30 00:00:00","671.000","26.000","0.400","23.800","0.950","936.800","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","21.800",""
"C0K400","2019-07-30 00:00:00","65.000","130.000","0.700","27.700","0.990","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","25.100",""
"C0A650","2019-07-30 00:00:00","287.000","53.000","0.600","27.400","0.870","977.500","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","22.600",""
"C0U750","2019-07-30 00:00:00","398.000","185.000","6.700","24.600","1.000","965.400","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.100",""
"C0M730","2019-07-30 00:00:00","40.000","106.000","0.800","27.200","0.980","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","36.400","","25.200",""
"C0Z061","2019-07-30 00:00:00","174.000","121.000","1.100","25.400","0.890","994.900","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","24.300",""
"C0M670","2019-07-30 00:00:00","43.000","0.000","0.200","27.900","0.910","1003.700","-99.000","2.500","-99.000","-99.000","-99.000","33.800","","25.100",""
"C0I530","2019-07-30 00:00:00","3014.000","316.000","1.000","10.400","0.670","704.700","-99.000","0.000","-99.000","-99.000","-99.000","18.300","","10.000",""
"C0A880","2019-07-30 00:00:00","6.000","170.000","2.600","28.300","0.830","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","27.300",""
"C0S950","2019-07-30 00:00:00","415.000","279.000","0.600","24.300","0.950","964.700","-99.000","2.500","-99.000","-99.000","-99.000","30.100","","22.600",""
"C0X190","2019-07-30 00:00:00","10.000","76.000","0.300","29.600","0.840","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","27.800",""
"C0R260","2019-07-30 00:00:00","76.000","73.000","1.400","25.500","0.890","1000.300","-99.000","2.000","-99.000","-99.000","-99.000","34.100","","24.800",""
"C0U950","2019-07-30 00:00:00","1012.000","124.000","13.200","22.600","1.000","901.100","-99.000","6.000","-99.000","-99.000","-99.000","23.000","","19.800",""
"C0O860","2019-07-30 00:00:00","38.000","114.000","1.400","27.400","0.990","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","25.100",""
"C0S980","2019-07-30 00:00:00","901.000","13.000","0.800","20.900","1.000","912.700","-99.000","57.500","-99.000","-99.000","-99.000","26.600","","20.100",""
"C0X110","2019-07-30 00:00:00","20.000","172.000","0.900","29.500","0.830","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","26.900",""
"C0V310","2019-07-30 00:00:00","46.000","324.000","0.300","26.300","0.930","1003.200","-99.000","1.500","-99.000","-99.000","-99.000","34.500","","24.900",""
"C0G620","2019-07-30 00:00:00","110.000","193.000","0.800","26.500","0.970","997.200","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","24.200",""
"C0AD50","2019-07-30 00:00:00","84.000","0.000","0.000","28.600","1.000","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.300",""
"C0A9A0","2019-07-30 00:00:00","24.000","77.000","0.400","30.200","0.690","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","27.100",""
"C0O830","2019-07-30 00:00:00","127.000","121.000","1.000","25.600","0.990","995.300","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","23.900",""
"C0S760","2019-07-30 00:00:00","1621.000","175.000","1.200","17.500","1.000","841.100","-99.000","0.500","-99.000","-99.000","-99.000","22.800","","16.600",""
"C0X160","2019-07-30 00:00:00","26.000","131.000","0.400","28.700","0.850","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","25.800",""
"C0C490","2019-07-30 00:00:00","157.000","0.000","0.000","28.800","0.830","991.300","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.000",""
"C0F970","2019-07-30 00:00:00","145.000","98.000","0.500","27.700","0.850","991.900","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.800",""
"C0M690","2019-07-30 00:00:00","33.000","108.000","1.300","26.900","0.930","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","24.700",""
"C0V690","2019-07-30 00:00:00","30.000","40.000","1.300","29.700","0.730","1006.300","-99.000","1.000","-99.000","-99.000","-99.000","33.000","","26.900",""
"C0Z210","2019-07-30 00:00:00","126.000","0.000","0.100","26.000","0.990","998.300","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","23.900",""
"C0U770","2019-07-30 00:00:00","5.000","266.000","2.000","28.000","0.820","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.700",""
"C0Z080","2019-07-30 00:00:00","298.000","0.000","0.000","24.300","0.910","978.200","-99.000","0.000","-99.000","-99.000","-99.000","36.200","","22.700",""
"C0G640","2019-07-30 00:00:00","17.000","0.000","0.000","28.500","0.850","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.300",""
"C0X200","2019-07-30 00:00:00","61.000","163.000","0.900","25.800","0.990","1002.300","-99.000","0.500","-99.000","-99.000","-99.000","35.500","","24.300",""
"C0U900","2019-07-30 00:00:00","63.000","289.000","0.800","27.200","0.870","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.500",""
"C0Z230","2019-07-30 00:00:00","31.000","200.000","6.900","28.900","0.780","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","26.400",""
"C0F9O0","2019-07-30 00:00:00","175.000","73.000","0.500","28.500","1.000","989.200","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.700",""
"C0C540","2019-07-30 00:00:00","46.000","275.000","1.000","28.200","0.870","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","26.500",""
"C0G770","2019-07-30 00:00:00","15.000","0.000","0.100","29.500","0.870","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","26.700",""
"C0V670","2019-07-30 00:00:00","20.000","99.000","0.800","30.500","0.690","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","27.800",""
"C0A870","2019-07-30 00:00:00","685.000","157.000","3.900","23.600","0.940","932.700","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","22.000",""
"C0R220","2019-07-30 00:00:00","23.000","115.000","0.500","28.000","1.000","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","35.200","","25.600",""
"C0Z220","2019-07-30 00:00:00","589.000","254.000","0.800","23.800","0.990","947.000","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","21.800",""
"C0F0D0","2019-07-30 01:00:00","3171.000","137.000","0.500","10.100","0.640","700.300","-99.000","0.000","-99.000","-99.000","-99.000","11.300","","10.100",""
"C0F9X0","2019-07-30 01:00:00","166.000","206.000","1.200","27.600","0.880","990.700","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.600",""
"C0F9Q0","2019-07-30 01:00:00","149.000","199.000","0.400","27.500","0.950","991.200","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","27.400",""
"C0E780","2019-07-30 01:00:00","160.000","0.000","0.000","26.900","0.930","991.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.800",""
"C0SA80","2019-07-30 01:00:00","136.000","223.000","0.800","23.400","0.990","995.500","-99.000","4.500","-99.000","-99.000","-99.000","23.500","","23.400",""
"C0T960","2019-07-30 01:00:00","120.000","0.000","0.200","24.900","0.990","997.200","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.900",""
"C0UA50","2019-07-30 01:00:00","808.000","300.000","1.500","22.800","0.990","921.600","-99.000","0.000","7.700","129.000","","22.800","","22.700",""
"C0U860","2019-07-30 01:00:00","5.000","183.000","4.400","29.100","0.850","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","29.100",""
"C0F0C0","2019-07-30 01:00:00","983.000","0.000","0.100","22.300","0.920","902.800","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","22.200",""
"C0D480","2019-07-30 01:00:00","223.000","0.000","0.000","25.800","0.980","983.300","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.200",""
"C0K291","2019-07-30 01:00:00","8.000","70.000","0.500","28.500","0.860","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","28.500",""
"C0X170","2019-07-30 01:00:00","50.000","0.000","0.000","27.700","0.870","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.600",""
"C0R130","2019-07-30 01:00:00","1040.000","58.000","2.400","23.100","0.670","895.100","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.600",""
"C0M790","2019-07-30 01:00:00","15.000","0.000","0.000","28.900","0.730","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.900",""
"C0E530","2019-07-30 01:00:00","341.000","0.000","0.000","25.200","0.960","970.900","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","25.200",""
"C0I520","2019-07-30 01:00:00","3860.000","-99.000","-99.000","3.900","0.860","643.800","-99.000","-99.000","-99.000","-99.000","-99.000","4.200","","3.900",""
"C0C590","2019-07-30 01:00:00","72.000","256.000","0.300","27.400","0.920","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.400",""
"C0G780","2019-07-30 01:00:00","27.000","99.000","1.300","29.000","0.830","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","29.000",""
"C0V660","2019-07-30 01:00:00","25.000","81.000","1.100","28.900","0.820","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.700",""
"C0F9R0","2019-07-30 01:00:00","20.000","0.000","0.000","28.500","1.000","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.500",""
"C0W130","2019-07-30 01:00:00","18.000","335.000","2.000","26.400","0.910","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.400",""
"C0C700","2019-07-30 01:00:00","151.000","289.000","1.100","27.700","0.890","992.300","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.700",""
"C0R100","2019-07-30 01:00:00","1006.000","292.000","1.100","22.300","0.700","900.900","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","21.100",""
"C0X120","2019-07-30 01:00:00","28.000","101.000","1.400","28.200","0.990","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","28.200",""
"C0W110","2019-07-30 01:00:00","16.000","360.000","5.900","-99.000","-99.000","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"CM0130","2019-07-30 01:00:00","11.000","65.000","0.900","29.100","0.810","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","29.100",""
"C0AC70","2019-07-30 01:00:00","71.000","0.000","0.000","29.000","0.770","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","29.000",""
"CM0100","2019-07-30 01:00:00","25.000","274.000","1.100","28.400","0.830","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.400",""
"C0X050","2019-07-30 01:00:00","25.000","109.000","0.300","26.400","0.960","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.400",""
"C0K580","2019-07-30 01:00:00","26.000","0.000","0.000","26.800","0.940","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.800",""
"C0G650","2019-07-30 01:00:00","34.000","0.000","0.000","27.300","0.990","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.300",""
"C0T9B0","2019-07-30 01:00:00","558.000","0.000","0.200","23.800","0.880","950.300","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.700",""
"C0E850","2019-07-30 01:00:00","104.000","0.000","0.000","26.000","0.970","997.000","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0S990","2019-07-30 01:00:00","409.000","20.000","2.700","23.700","0.980","965.500","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.600",""
"C0X240","2019-07-30 01:00:00","394.000","185.000","0.600","23.300","0.950","965.900","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.300",""
"C0I090","2019-07-30 01:00:00","910.000","205.000","0.800","22.500","0.940","911.400","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","22.300",""
"C0I490","2019-07-30 01:00:00","1601.000","270.000","0.800","18.600","0.990","842.000","-99.000","0.000","-99.000","-99.000","-99.000","19.200","","18.600",""
"C0Z050","2019-07-30 01:00:00","830.000","329.000","0.600","21.700","0.800","922.400","-99.000","0.000","-99.000","-99.000","-99.000","22.100","","20.900",""
"C0X150","2019-07-30 01:00:00","18.000","86.000","0.600","28.500","1.000","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.500",""
"C0U720","2019-07-30 01:00:00","1260.000","242.000","0.800","21.200","0.940","886.600","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","20.900",""
"C0W140","2019-07-30 01:00:00","21.000","0.000","0.000","27.500","0.910","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.400",""
"C0R400","2019-07-30 01:00:00","15.000","56.000","2.500","27.700","-99.000","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.600",""
"C0E750","2019-07-30 01:00:00","62.000","147.000","0.600","28.000","0.870","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.000",""
"C0U520","2019-07-30 01:00:00","517.000","226.000","0.400","23.400","0.990","955.200","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","23.400",""
"C0T9G0","2019-07-30 01:00:00","605.000","240.000","0.300","23.400","0.990","946.200","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","23.400",""
"C0S700","2019-07-30 01:00:00","507.000","58.000","1.100","23.200","0.980","956.300","-99.000","10.500","-99.000","-99.000","-99.000","23.800","","23.200",""
"C0Z310","2019-07-30 01:00:00","59.000","5.000","1.000","27.400","0.930","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.300",""
"C0V610","2019-07-30 01:00:00","22.000","109.000","0.400","30.300","0.720","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","29.500",""
"C0E610","2019-07-30 01:00:00","850.000","0.000","0.000","22.600","0.920","917.900","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.600",""
"C0R280","2019-07-30 01:00:00","242.000","59.000","1.200","24.100","-99.000","981.900","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0V450","2019-07-30 01:00:00","51.000","0.000","0.000","27.400","0.990","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.200",""
"C0E730","2019-07-30 01:00:00","26.000","142.000","0.800","27.900","0.890","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.900",""
"C0M720","2019-07-30 01:00:00","225.000","121.000","1.000","26.300","0.820","983.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0AD10","2019-07-30 01:00:00","27.000","250.000","1.800","29.100","0.880","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","29.100",""
"C0Z180","2019-07-30 01:00:00","34.000","263.000","1.000","26.800","0.820","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.800",""
"C0K420","2019-07-30 01:00:00","42.000","88.000","0.400","27.600","0.920","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.600",""
"C0D540","2019-07-30 01:00:00","227.000","201.000","1.100","25.700","0.900","984.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.500",""
"C0E590","2019-07-30 01:00:00","40.000","124.000","0.800","26.800","1.000","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.600",""
"C0Z330","2019-07-30 01:00:00","488.000","0.000","0.100","23.900","0.840","958.400","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0R580","2019-07-30 01:00:00","10.000","178.000","2.000","27.500","1.000","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.400",""
"C0S810","2019-07-30 01:00:00","65.000","337.000","2.400","25.800","0.920","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.800",""
"C0V820","2019-07-30 01:00:00","441.000","288.000","0.700","23.100","0.970","962.300","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.000",""
"C0K490","2019-07-30 01:00:00","91.000","106.000","1.000","25.500","0.960","998.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0W170","2019-07-30 01:00:00","42.000","13.000","1.700","27.900","0.930","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.900",""
"C0E540","2019-07-30 01:00:00","32.000","206.000","1.100","27.100","0.940","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.800",""
"C0D660","2019-07-30 01:00:00","65.000","303.000","1.300","28.600","0.870","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.400",""
"C0U650","2019-07-30 01:00:00","442.000","240.000","0.600","25.400","0.880","961.300","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.400",""
"C0G810","2019-07-30 01:00:00","26.000","115.000","0.500","28.800","0.890","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.800",""
"C0F9Z0","2019-07-30 01:00:00","3193.000","174.000","1.900","10.500","0.630","698.800","-99.000","0.000","-99.000","-99.000","-99.000","10.900","","10.500",""
"C0I410","2019-07-30 01:00:00","180.000","215.000","0.700","26.200","0.940","988.500","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.200",""
"C0K250","2019-07-30 01:00:00","12.000","147.000","0.600","25.800","0.970","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0AH80","2019-07-30 01:00:00","68.000","0.000","0.000","27.500","0.840","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.500",""
"C0V640","2019-07-30 01:00:00","35.000","159.000","1.100","30.100","0.770","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","29.300",""
"C0S920","2019-07-30 01:00:00","98.000","49.000","0.700","25.500","0.930","995.400","-99.000","5.500","-99.000","-99.000","-99.000","26.700","","25.400",""
"C0S830","2019-07-30 01:00:00","288.000","236.000","0.600","25.900","0.900","979.700","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.800",""
"C0V800","2019-07-30 01:00:00","256.000","325.000","1.300","24.600","0.940","978.500","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0R140","2019-07-30 01:00:00","740.000","169.000","0.400","23.000","0.810","930.600","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.000",""
"C0K410","2019-07-30 01:00:00","20.000","176.000","0.400","28.800","0.830","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","28.500",""
"C0F000","2019-07-30 01:00:00","273.000","0.000","0.000","25.800","0.990","977.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.800",""
"C0W150","2019-07-30 01:00:00","42.000","0.000","0.000","28.100","0.930","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","28.100",""
"C0AH90","2019-07-30 01:00:00","660.000","0.000","0.000","21.700","0.990","939.800","-99.000","0.000","-99.000","-99.000","-99.000","22.100","","21.700",""
"C0H990","2019-07-30 01:00:00","3076.000","149.000","1.300","9.300","0.730","708.400","-99.000","0.000","-99.000","-99.000","-99.000","10.100","","9.200",""
"C0V260","2019-07-30 01:00:00","126.000","78.000","0.900","25.600","0.920","994.800","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0S970","2019-07-30 01:00:00","19.000","311.000","2.200","25.900","0.850","1008.000","-99.000","1.000","-99.000","-99.000","-99.000","26.700","","25.600",""
"C0U940","2019-07-30 01:00:00","25.000","233.000","1.200","26.600","0.880","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.600",""
"C0A860","2019-07-30 01:00:00","362.000","0.000","0.000","25.900","0.850","968.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.200",""
"C0I480","2019-07-30 01:00:00","2165.000","0.000","0.000","13.600","0.830","789.900","-99.000","0.000","-99.000","-99.000","-99.000","15.900","","13.600",""
"CM0150","2019-07-30 01:00:00","11.000","294.000","0.400","27.300","0.840","1009.700","-99.000","1.000","-99.000","-99.000","-99.000","27.400","","27.000",""
"C0X080","2019-07-30 01:00:00","2.000","0.000","0.000","27.200","0.950","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","27.000",""
"C0AH00","2019-07-30 01:00:00","38.000","0.000","0.100","28.300","0.900","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.200",""
"C0V700","2019-07-30 01:00:00","24.000","337.000","0.900","30.600","0.690","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","30.500",""
"C0AD00","2019-07-30 01:00:00","86.000","197.000","1.200","-99.000","-99.000","999.400","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
